is_home_win,home_form_5,away_form_5,home_form_10,away_form_10,home_form_15,away_form_15,days_off_home,days_off_away,is_regular_season,is_playoffs,match_number_season_home,match_number_season_away,home_over_away_wins_diff_5,home_over_away_wins_diff_10,home_win_probability_based_on_elo
0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,4.0,4.0,0.0,0.0,0.6068785659504563
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,4.0,3.0,0.0,0.0,0.5837403928786187
0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,4.0,3.0,0.0,0.0,0.4697005956083737
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,3.0,4.0,0.0,0.0,0.42235571960887464
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,5.0,4.0,0.0,0.0,0.4251455261208857
1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1,0,3.0,4.0,0.0,0.0,0.5804937951191246
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,0,4.0,5.0,0.0,0.0,0.424847007912848
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,5.0,5.0,0.0,0.0,0.5452708430486808
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,4.0,4.0,0.0,0.0,0.5479287301720105
1,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,5.0,6.0,0.0,0.0,0.5690578712126775
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,3.0,4.0,0.0,0.0,0.5188138121934401
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,5.0,5.0,0.0,0.0,0.5631157615435876
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,5.0,5.0,0.0,0.0,0.5599093875100806
0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1,0,3.0,3.0,0.0,0.0,0.5589376613780186
0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,3.0,4.0,0.0,0.0,0.6283857819259759
0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1,0,4.0,5.0,0.0,0.0,0.6355277216792546
0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,4.0,5.0,0.0,0.0,0.5300389889635803
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,0,4.0,4.0,0.0,0.0,0.5046608958240208
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,0,4.0,3.0,0.0,0.0,0.4808277771293003
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,0,5.0,3.0,0.0,0.0,0.5445401265367149
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,6.0,5.0,0.0,0.0,0.37348072282986844
1,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,6.0,6.0,0.0,0.0,0.40222529907840926
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,4.0,5.0,0.0,0.0,0.5352223907495812
0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,6.0,5.0,0.0,0.0,0.6187813258945408
1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,6.0,4.0,0.0,0.0,0.4916374965135024
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1,0,5.0,5.0,0.0,0.0,0.5010648868441863
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,5.0,5.0,0.0,0.0,0.3919429508830144
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1,0,6.0,4.0,0.0,0.0,0.3526823513140129
1,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,6.0,4.0,0.0,0.0,0.49500947449746774
1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,4.0,6.0,0.0,0.0,0.3891538313232136
1,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,6.0,4.0,0.0,0.0,0.49471796152572006
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,5.0,4.0,0.0,0.0,0.5863892454488854
0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,6.0,5.0,0.0,0.0,0.5300316082334323
0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,5.0,6.0,0.0,0.0,0.498669664062292
1,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,7.0,6.0,0.0,0.0,0.4492700918247435
1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,7.0,7.0,0.0,0.0,0.5492893832937995
1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,6.0,5.0,0.0,0.0,0.5218601766230583
0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,7.0,5.0,0.0,0.0,0.4369364915874276
1,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,6.0,7.0,0.0,0.0,0.4368004118909296
0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0,6.0,5.0,0.0,0.0,0.5305246468543513
0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,0,7.0,7.0,0.0,0.0,0.5222917444830005
0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,6.0,6.0,0.0,0.0,0.4116781383515467
1,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,6.0,7.0,0.0,0.0,0.5332726326503914
1,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1,0,5.0,8.0,0.0,0.0,0.5021642754830805
1,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,6.0,6.0,0.0,0.0,0.5557757456485986
1,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,6.0,7.0,0.0,0.0,0.5305836382733317
0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1,0,5.0,6.0,0.0,0.0,0.5599269805582079
1,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,8.0,8.0,0.0,0.0,0.45364664091461837
1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1,0,7.0,7.0,0.0,0.0,0.5440491874384457
0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,5.0,8.0,0.0,0.0,0.49049782038450734
1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1,0,5.0,5.0,0.0,0.0,0.607112456421484
0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,8.0,6.0,0.0,0.0,0.5449320582198721
1,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0,6.0,7.0,0.0,0.0,0.5245282794058791
0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,9.0,8.0,0.0,0.0,0.5099318282031772
1,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,8.0,7.0,0.0,0.0,0.42013129919963543
1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,6.0,9.0,0.0,0.0,0.4252437715237979
1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,9.0,7.0,0.0,0.0,0.5448463643440331
1,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,7.0,7.0,0.0,0.0,0.40895086455595847
1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1,0,8.0,7.0,0.0,0.0,0.5076597513216037
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,0,7.0,7.0,0.0,0.0,0.4841590523971825
1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,8.0,6.0,0.0,0.0,0.45996605199488794
1,2.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,1,0,7.0,7.0,0.0,0.0,0.5272929084212983
1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,6.0,10.0,0.0,0.0,0.5558246263783008
1,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,7.0,9.0,0.0,0.0,0.6600376217437369
1,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,7.0,6.0,0.0,0.0,0.5384119387893374
1,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,7.0,0.0,0.0,0.5877280534502082
1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,8.0,0.0,0.0,0.5753017136129568
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,7.0,8.0,0.0,0.0,0.6280447072520826
1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,8.0,8.0,0.0,0.0,0.47598949317583295
0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,1,0,8.0,8.0,0.0,0.0,0.400568412351637
0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,8.0,0.0,0.0,0.4259628370799294
1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,6.0,8.0,0.0,0.0,0.6463886995403414
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1,0,9.0,8.0,0.0,0.0,0.39580214282867726
1,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,8.0,7.0,0.0,0.0,0.5109881011697738
1,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0,10.0,10.0,0.0,0.0,0.6159512286107062
1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,8.0,8.0,0.0,0.0,0.6387240915523715
1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,9.0,0.0,0.0,0.5864841565789656
0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,8.0,9.0,0.0,0.0,0.43823400428694
0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1,0,10.0,11.0,0.0,0.0,0.48299070550060913
1,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,8.0,9.0,0.0,0.0,0.3462278890763256
0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,7.0,7.0,0.0,0.0,0.4496476059134403
0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,9.0,0.0,0.0,0.46157295056142
0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,8.0,8.0,0.0,0.0,0.2960194105854366
1,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,8.0,0.0,0.0,0.4410609499494637
1,2.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,1,0,9.0,11.0,0.0,0.0,0.5371478529966794
1,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,10.0,10.0,0.0,0.0,0.39197475161399503
1,2.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,1,0,10.0,11.0,0.0,0.0,0.4815593686897166
1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,10.0,9.0,0.0,0.0,0.6186584249457684
1,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1,0,9.0,7.0,0.0,0.0,0.46477288631884656
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,9.0,10.0,0.0,0.0,0.6123493827373246
0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,1,0,8.0,9.0,0.0,0.0,0.44432452576062553
1,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,9.0,0.0,0.0,0.6911732711859196
0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1,0,10.0,7.0,0.0,0.0,0.667081761148936
1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,9.0,9.0,0.0,0.0,0.6761652902940254
1,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,1,0,11.0,10.0,0.0,0.0,0.5742136759007458
0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,1,0,11.0,10.0,0.0,0.0,0.49617317620943124
0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,1,0,12.0,10.0,0.0,0.0,0.43551515966700866
0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1,0,11.0,10.0,0.0,0.0,0.6240149743887656
1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,10.0,9.0,0.0,0.0,0.5184618389231
0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1,0,12.0,12.0,0.0,0.0,0.5886518420469318
1,1.0,3.0,0.0,6.0,0.0,0.0,2.0,2.0,1,0,10.0,11.0,0.0,0.0,0.4554460581952117
1,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1,0,11.0,10.0,0.0,0.0,0.4532436363871447
1,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1,0,10.0,13.0,0.0,0.0,0.41978413499888173
1,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,11.0,10.0,0.0,0.0,0.34352906422118445
1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1,0,9.0,10.0,0.0,0.0,0.5419750288245361
1,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1,0,12.0,10.0,0.0,0.0,0.5140004581936009
0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1,0,13.0,8.0,0.0,0.0,0.26863749389895447
1,3.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1,0,10.0,11.0,0.0,0.0,0.677417416698084
0,3.0,3.0,5.0,6.0,0.0,0.0,1.0,1.0,1,0,11.0,12.0,0.0,0.0,0.4493912012134349
0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1,0,12.0,8.0,0.0,0.0,0.4712989638969782
0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1,0,10.0,11.0,0.0,0.0,0.6489741681593998
0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1,0,13.0,11.0,0.0,0.0,0.6935989025796482
0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,3.0,1,0,13.0,11.0,0.0,0.0,0.35177085516134504
1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1,0,12.0,10.0,0.0,0.0,0.26058119895654036
0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1,0,11.0,9.0,0.0,0.0,0.5728698891702911
1,1.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,1,0,11.0,13.0,0.0,0.0,0.34094593242086596
1,1.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,1,0,12.0,11.0,0.0,0.0,0.44215222245056734
0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1,0,9.0,14.0,0.0,0.0,0.48000090765096987
1,1.0,3.0,1.0,6.0,0.0,0.0,2.0,3.0,1,0,12.0,11.0,0.0,0.0,0.3944778375638594
1,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1,0,13.0,11.0,0.0,0.0,0.44103631103497337
0,3.0,4.0,4.0,5.0,0.0,0.0,4.0,4.0,1,0,13.0,11.0,0.0,0.0,0.2909337800838576
1,2.0,2.0,0.0,6.0,0.0,0.0,4.0,1.0,1,0,9.0,12.0,0.0,0.0,0.6311171303384241
1,2.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,1,0,11.0,13.0,0.0,0.0,0.4767466333157924
0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,1,0,10.0,8.0,0.0,0.0,0.5126607549610308
0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,1,0,14.0,12.0,0.0,0.0,0.43088092707642167
0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1,0,12.0,10.0,0.0,0.0,0.42207097660461235
0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1,0,10.0,14.0,0.0,0.0,0.556130745965276
1,1.0,1.0,0.0,3.0,0.0,0.0,5.0,4.0,1,0,10.0,14.0,0.0,0.0,0.36912794120100917
0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1,0,11.0,12.0,0.0,0.0,0.41396305789071525
1,1.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,1,0,13.0,12.0,0.0,0.0,0.46899384966060625
1,0.0,3.0,3.0,6.0,0.0,0.0,4.0,7.0,1,0,12.0,12.0,0.0,0.0,0.5313967214467843
1,1.0,1.0,5.0,1.0,0.0,0.0,4.0,4.0,1,0,12.0,11.0,0.0,0.0,0.49679933802499376
0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1,0,15.0,12.0,0.0,0.0,0.581662142266489
0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1,0,10.0,11.0,0.0,0.0,0.7526465411833957
1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1,0,11.0,9.0,0.0,0.0,0.5183646199531708
0,1.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,1,0,15.0,14.0,0.0,0.0,0.40350084156347243
0,1.0,0.0,3.0,2.0,0.0,0.0,7.0,2.0,1,0,11.0,15.0,0.0,0.0,0.5343485337967789
1,2.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1,0,14.0,14.0,0.0,0.0,0.543125629762818
1,2.0,2.0,4.0,3.0,0.0,0.0,2.0,6.0,1,0,11.0,11.0,0.0,0.0,0.528432347932957
0,3.0,1.0,5.0,4.0,0.0,0.0,2.0,4.0,1,0,12.0,14.0,0.0,0.0,0.6748802943773723
0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1,0,12.0,15.0,0.0,0.0,0.601131150402208
1,2.0,2.0,3.0,4.0,0.0,0.0,2.0,2.0,1,0,13.0,13.0,0.0,0.0,0.439286853433283
0,2.0,2.0,5.0,4.0,0.0,0.0,1.0,1.0,1,0,13.0,15.0,0.0,0.0,0.5386760198433922
0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1,0,12.0,15.0,0.0,0.0,0.35873212073032096
1,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1,0,13.0,16.0,0.0,0.0,0.5471234841323608
1,1.0,0.0,5.0,2.0,0.0,4.0,3.0,1.0,1,0,13.0,16.0,0.0,0.0,0.4990195618431007
1,2.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1,0,13.0,15.0,0.0,0.0,0.5714090400847686
0,2.0,1.0,5.0,2.0,0.0,0.0,8.0,2.0,1,0,12.0,12.0,0.0,0.0,0.5331494083407614
0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,1,0,13.0,11.0,0.0,0.0,0.33048321552751975
1,3.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,1,0,15.0,14.0,0.0,0.0,0.45253955741361734
0,1.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,1,0,13.0,14.0,0.0,0.0,0.6499083964298225
1,1.0,2.0,1.0,2.0,4.0,0.0,2.0,3.0,1,0,16.0,12.0,0.0,0.0,0.555527300604292
0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1,0,12.0,13.0,0.0,0.0,0.6262558714709142
1,3.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,1,0,13.0,14.0,0.0,0.0,0.7135643254543127
0,0.0,1.0,2.0,5.0,3.0,0.0,2.0,2.0,1,0,17.0,14.0,0.0,0.0,0.4435446995284177
1,0.0,1.0,3.0,0.0,6.0,0.0,2.0,3.0,1,0,16.0,10.0,0.0,0.0,0.5906137790287492
1,1.0,1.0,2.0,5.0,0.0,0.0,3.0,2.0,1,0,12.0,14.0,0.0,0.0,0.4137314330115759
0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,1.0,1,0,16.0,14.0,0.0,0.0,0.5318697868741874
1,2.0,2.0,3.0,5.0,0.0,0.0,4.0,3.0,1,0,14.0,12.0,0.0,0.0,0.4664033698890772
0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1,0,13.0,14.0,0.0,0.0,0.5662897765376659
0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1,0,16.0,16.0,0.0,0.0,0.49951419480070186
1,3.0,1.0,5.0,2.0,0.0,0.0,2.0,2.0,1,0,14.0,13.0,0.0,0.0,0.6498346238209417
1,2.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,1,0,13.0,15.0,0.0,0.0,0.4226269626794581
1,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,1,0,13.0,17.0,0.0,0.0,0.3946717749076395
1,2.0,2.0,5.0,3.0,0.0,0.0,4.0,2.0,1,0,13.0,15.0,0.0,0.0,0.6243584440697753
1,1.0,2.0,5.0,4.0,0.0,0.0,1.0,2.0,1,0,15.0,14.0,0.0,0.0,0.4964463015039505
1,1.0,1.0,2.0,4.0,4.0,0.0,1.0,3.0,1,0,17.0,12.0,0.0,0.0,0.22856687537791115
1,3.0,3.0,6.0,4.0,0.0,0.0,1.0,2.0,1,0,15.0,15.0,0.0,0.0,0.6958703348196701
0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,3.0,1,0,13.0,14.0,0.0,0.0,0.3422209124886374
1,0.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,1,0,11.0,13.0,0.0,0.0,0.49863814063932244
1,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1,0,15.0,14.0,0.0,0.0,0.5755937871699769
1,1.0,0.0,3.0,1.0,0.0,2.0,3.0,4.0,1,0,15.0,17.0,0.0,0.0,0.5674746020320762
0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1,0,16.0,17.0,0.0,0.0,0.42794316745837163
0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,1,0,15.0,15.0,0.0,0.0,0.5228026337837858
1,3.0,1.0,5.0,2.0,0.0,2.0,1.0,1.0,1,0,14.0,17.0,0.0,0.0,0.7010191077190928
1,0.0,1.0,2.0,1.0,3.0,0.0,2.0,5.0,1,0,18.0,12.0,0.0,0.0,0.40479293984069803
